,Pupil's name,Parental Contact Full Name,Parental Contact Email Address,Academic Year
958,"McCrossan, Justinian","McCrossan, Margy",Margy.McCrossan@Kazu.com,1
959,"Peizer, Maxine","Peizer, Eugen",Eugen.Peizer@Devcast.com,2
960,"Oloshin, Claudell","Oloshin, Lilli",Lilli.Oloshin@Kaymbo.com,4
961,"Marc, Risa","Marc, Jobyna",Jobyna.Marc@Twitterworks.com,3
962,"Kowalski, Leontine","Kowalski, Devinne",Devinne.Kowalski@Zazio.com,4
963,"Lindsell, Yasmin","Lindsell, Wit",Wit.Lindsell@Wikizz.com,3
964,"Bestwick, Carlyle","Bestwick, Clareta",Clareta.Bestwick@Yakijo.com,3
965,"Emps, Arnold","Emps, Madelene",Madelene.Emps@Bluezoom.com,3
966,"Trevaskus, Cassandry","Trevaskus, Jerrilee",Jerrilee.Trevaskus@Eazzy.com,1
967,"Whitlock, Julianna","Whitlock, Herbert",Herbert.Whitlock@JumpXS.com,2
968,"Grzelewski, Meryl","Grzelewski, Charita",Charita.Grzelewski@Twitterbridge.com,4
969,"Ketch, Louella","Ketch, Shara",Shara.Ketch@Yakijo.com,1
970,"Dreng, Meredith","Dreng, Fernanda",Fernanda.Dreng@Buzzshare.com,4
971,"Bridgstock, Brana","Bridgstock, Derrik",Derrik.Bridgstock@Innotype.com,1
972,"Roswarne, Efrem","Roswarne, Kara-lynn",Kara-lynn.Roswarne@Oyoyo.com,1
973,"Hannabuss, Catrina","Hannabuss, Gabey",Gabey.Hannabuss@Bubbletube.com,4
974,"Swansbury, Ainslie","Swansbury, Twila",Twila.Swansbury@Browsetype.com,3
975,"Archard, Jerry","Archard, Hilliary",Hilliary.Archard@Ntag.com,3
976,"Chevis, Cly","Chevis, Korie",Korie.Chevis@Mymm.com,3
977,"Alves, Tarrance","Alves, Flint",Flint.Alves@Pixope.com,2
978,"Bakesef, Geneva","Bakesef, Kimball",Kimball.Bakesef@Flashpoint.com,1
979,"Youel, Rosaline","Youel, Calypso",Calypso.Youel@Shufflebeat.com,3
980,"Cessford, Livvyy","Cessford, Roman",Roman.Cessford@Cogibox.com,2
981,"Maharey, Deirdre","Maharey, Dion",Dion.Maharey@Browseblab.com,1
982,"Heckney, Dyan","Heckney, Nate",Nate.Heckney@Realbridge.com,2
983,"Bunclark, Alika","Bunclark, Daffi",Daffi.Bunclark@Quatz.com,1
984,"Flewitt, Daryle","Flewitt, Madelina",Madelina.Flewitt@Gigazoom.com,3
985,"Okeshott, Clovis","Okeshott, Donavon",Donavon.Okeshott@Yakijo.com,1
986,"Shory, Gratia","Shory, Corabella",Corabella.Shory@Devcast.com,1
987,"Beidebeke, Alane","Beidebeke, Leoine",Leoine.Beidebeke@Camimbo.com,3
988,"Hembery, Bridie","Hembery, Agatha",Agatha.Hembery@Bluejam.com,3
989,"Loughran, Hannis","Loughran, Hadleigh",Hadleigh.Loughran@Thoughtsphere.com,3
990,"Glowinski, Gwen","Glowinski, Trenna",Trenna.Glowinski@Twitterworks.com,4
991,"Wrightson, Henrie","Wrightson, Layton",Layton.Wrightson@Zoomlounge.com,1
992,"Raine, Ludwig","Raine, Edy",Edy.Raine@Skilith.com,2
993,"Pie, Hamel","Pie, Hill",Hill.Pie@Jatri.com,2
994,"Sergison, Tamma","Sergison, Tarrance",Tarrance.Sergison@Bluejam.com,4
995,"Worling, Ninetta","Worling, Peterus",Peterus.Worling@Omba.com,1
996,"Tinton, Stanford","Tinton, Kyle",Kyle.Tinton@Dabshots.com,3
997,"MacCook, Ertha","MacCook, Kessiah",Kessiah.MacCook@Topicshots.com,2
998,"Randles, Lawton","Randles, Kali",Kali.Randles@Skalith.com,4
999,"Pashbee, Engracia","Pashbee, Emlynn",Emlynn.Pashbee@Zoomzone.com,2
